Passage,Harmonic,Arithmetic
Jer.31.13,1,16
Jer.31.14,3,772
Jer.31.15,3,843
Jer.31.16,3,859
Jer.31.17,3,686
Jer.31.18,2,744
Jer.31.19,3,518
Jer.31.20,3,393
Jer.31.21,2,330
Jer.31.22,4,592
Jer.31.23,12,1240
Jer.31.24,4,152
Jer.31.25,2,466
Jer.31.26,2,520
Jer.31.27,11,1170
Jer.31.28,2,163
Jer.31.29,7,283
Jer.31.30,3,671
Jer.31.31,18,1318
Jer.31.32,6,1218
Jer.31.33,10,1155
Jer.31.34,4,1400
Jer.31.35,6,615
Jer.31.36,6,716
Jer.31.37,6,828
Jer.31.38,8,604
Jer.31.39,3,384
Jer.31.40,4,196
Jer.31,4,681
Jer.32.1,4,696
Jer.32.2,8,598
Jer.32.3,14,981
Jer.32.4,8,691
Jer.32.5,5,1500
Jer.32.6,269,1164
Jer.32.7,5,931
Jer.32.8,8,1161
Jer.32.9,5,1140
Jer.32.10,1,12
Jer.32.11,4,1481
Jer.32.12,5,632
Jer.32.13,4,1358
Jer.32.14,7,679
Jer.32.15,5,838
Jer.32.16,6,1549
Jer.32.17,9,743
Jer.32.18,7,566
Jer.32.19,2,726
Jer.32.20,6,465
Jer.32.21,3,1014
Jer.32.22,25,992
Jer.32.23,5,787
Jer.32.24,5,96
Jer.32.25,9,137
Jer.32.26,211,1049
Jer.32.27,7,1162
Jer.32.28,26,893
Jer.32.29,4,800
Jer.32.30,12,521
Jer.32.31,14,710
Jer.32.32,6,775
Jer.32.33,7,147
Jer.32.34,7,652
Jer.32.35,11,1326
Jer.32.36,25,916
Jer.32.37,4,570
Jer.32.38,42,205
Jer.32.39,21,354
Jer.32.40,5,489
Jer.32.41,6,102
Jer.32.42,61,1228
Jer.32.43,9,417
Jer.32.44,4,389
Jer.32,6,773
Jer.33.1,27,544
Jer.33.2,4,1601
Jer.33.3,3,335
Jer.33.4,7,1043
Jer.33.5,6,1211
Jer.33.6,3,78
Jer.33.7,3,1048
Jer.33.8,3,722
Jer.33.9,8,1131
Jer.33.10,8,528
Jer.33.11,21,1139
Jer.33.12,5,412
Jer.33.13,6,292
Jer.33.14,15,1475
Jer.33.15,14,40
Jer.33.16,7,825
Jer.33.17,82,1114
Jer.33.18,4,326
Jer.33.19,11,923
Jer.33.20,4,969
Jer.33.21,3,862
Jer.33.22,11,854
Jer.33.23,163,961
Jer.33.24,6,680
Jer.33.25,7,926
Jer.33.26,5,637
Jer.33,6,812
Jer.34.1,10,788
Jer.34.2,35,1055
Jer.34.3,4,917
Jer.34.4,52,1081
Jer.34.5,6,378
Jer.34.6,141,715
Jer.34.7,10,696
Jer.34.8,10,1352
Jer.34.9,4,901
Jer.34.10,7,960
Jer.34.11,4,952
Jer.34.12,203,1425
Jer.34.13,10,892
Jer.34.14,5,681
Jer.34.15,7,695
Jer.34.16,3,1247
Jer.34.17,15,703
Jer.34.18,6,1592
Jer.34.19,3,168
Jer.34.20,14,74
Jer.34.21,11,312
Jer.34.22,8,609
Jer.34,7,830
Jer.35.1,113,955
Jer.35.2,7,929
Jer.35.3,5,1109
Jer.35.4,6,958
Jer.35.5,4,158
Jer.35.6,8,619
Jer.35.7,4,664
Jer.35.8,5,493
Jer.35.9,3,275
Jer.35.10,2,538
Jer.35.11,12,315
Jer.35.12,163,961
Jer.35.13,12,683
Jer.35.14,15,895
Jer.35.15,7,658
Jer.35.16,9,1232
Jer.35.17,16,893
Jer.35.18,8,1215
Jer.35.19,13,846
Jer.35,7,780
Jer.36.1,19,576
Jer.36.2,29,730
Jer.36.3,7,591
Jer.36.4,17,1275
Jer.36.5,26,993
Jer.36.6,5,1084
Jer.36.7,10,1183
Jer.36.8,11,843
Jer.36.9,9,596
Jer.36.10,8,950
Jer.36.11,5,1261
Jer.36.12,4,416
Jer.36.13,6,674
Jer.36.14,8,857
Jer.36.15,3,135
Jer.36.16,7,1119
Jer.36.17,6,883
Jer.36.18,6,674
Jer.36.19,7,384
Jer.36.20,5,651
Jer.36.21,7,859
Jer.36.22,4,275
Jer.36.23,4,1148
Jer.36.24,6,987
Jer.36.25,3,623
Jer.36.26,4,919
Jer.36.27,22,1151
Jer.36.28,17,835
Jer.36.29,9,821
Jer.36.30,5,790
Jer.36.31,46,846
Jer.36.32,8,489
Jer.36,7,814
Jer.37.1,10,553
Jer.37.2,41,1195
Jer.37.3,5,1100
Jer.37.4,5,259
Jer.37.5,7,759
Jer.37.6,180,1305
Jer.37.7,11,644
Jer.37.8,4,442
Jer.37.9,6,909
Jer.37.10,4,728
Jer.37.11,7,96
Jer.37.12,8,109
Jer.37.13,6,406
Jer.37.14,7,665
Jer.37.15,6,249
Jer.37.16,6,645
Jer.37.17,11,672
Jer.37.18,7,769
Jer.37.19,7,601
Jer.37.20,7,257
Jer.37.21,8,293
Jer.37,7,604
Jer.38.1,5,1014
Jer.38.2,10,532
Jer.38.3,10,612
Jer.38.4,16,856
Jer.38.5,63,588
Jer.38.6,4,559
Jer.38.7,30,438
Jer.38.8,111,718
Jer.38.9,12,887
Jer.38.10,11,214
Jer.38.11,3,676
Jer.38.12,3,202
Jer.38.13,4,142
Jer.38.14,15,768
Jer.38.15,9,776
Jer.38.16,17,1178
Jer.38.17,8,801
Jer.38.18,12,385
Jer.38.19,10,978
Jer.38.20,7,706
Jer.38.21,18,731
Jer.38.22,3,453
Jer.38.23,8,813
Jer.38.24,7,477
Jer.38.25,14,355
Jer.38.26,9,259
Jer.38.27,13,559
Jer.38.28,29,555
Jer.38,8,646
Jer.39.1,7,364
Jer.39.2,5,70
Jer.39.3,4,111
Jer.39.4,8,219
Jer.39.5,7,527
Jer.39.6,9,836
Jer.39.7,10,247
Jer.39.8,8,662
Jer.39.9,7,469
Jer.39.10,7,444
Jer.39.11,40,131
Jer.39.12,8,297
Jer.39.13,3,74
Jer.39.14,10,524
Jer.39.15,14,588
Jer.39.16,27,847
Jer.39.17,8,954
Jer.39.18,4,567
Jer.39,7,444
Jer.40.1,7,569
Jer.40.2,24,1244
Jer.40.3,9,582
Jer.40.4,7,646
Jer.40.5,6,590
Jer.40.6,24,398
Jer.40.7,8,553
Jer.40.8,4,312
Jer.40.9,8,506
Jer.40.10,4,510
Jer.40.11,9,629
Jer.40.12,8,528
Jer.40.13,6,854
Jer.40.14,6,690
Jer.40.15,5,669
Jer.40.16,8,1026
Jer.40,7,628
Jer.41.1,12,309
Jer.41.2,31,845
Jer.41.3,29,1177
Jer.41.4,23,1134
Jer.41.5,2,157
Jer.41.6,6,414
Jer.41.7,9,908
Jer.41.8,5,324
Jer.41.9,11,871
Jer.41.10,12,1340
Jer.41.11,11,963
Jer.41.12,23,1167
Jer.41.13,18,1713
Jer.41.14,8,959
Jer.41.15,7,521
Jer.41.16,7,847
Jer.41.17,4,538
Jer.41.18,30,994
Jer.41,9,847
Jer.42.1,5,441
Jer.42.2,5,584
Jer.42.3,8,1811
Jer.42.4,14,937
Jer.42.5,7,928
Jer.42.6,9,1134
Jer.42.7,20,760
Jer.42.8,16,852
Jer.42.9,8,1105
Jer.42.10,7,765
Jer.42.11,13,662
Jer.42.12,4,483
Jer.42.13,9,719
Jer.42.14,5,820
Jer.42.15,11,699
Jer.42.16,7,544
Jer.42.17,12,741
Jer.42.18,9,755
Jer.42.19,15,684
Jer.42.20,6,1313
Jer.42.21,15,997
Jer.42.22,5,586
Jer.42,8,832
Jer.43.1,60,1670
Jer.43.2,10,553
Jer.43.3,6,273
Jer.43.4,38,604
Jer.43.5,20,784
Jer.43.6,15,897
Jer.43.7,10,1152
Jer.43.8,13,895
Jer.43.9,3,399
Jer.43.10,5,1017
Jer.43.11,4,852
Jer.43.12,4,792
Jer.43.13,9,584
Jer.43,8,819
Jer.44.1,5,673
Jer.44.2,33,973
Jer.44.3,8,810
Jer.44.4,5,903
Jer.44.5,5,753
Jer.44.6,6,70
Jer.44.7,9,573
Jer.44.8,5,303
Jer.44.9,6,729
Jer.44.10,4,689
Jer.44.11,22,1124
Jer.44.12,7,447
Jer.44.13,8,657
Jer.44.14,8,821
Jer.44.15,5,311
Jer.44.16,31,1129
Jer.44.17,4,471
Jer.44.18,2,43
Jer.44.19,2,48
Jer.44.20,13,1068
Jer.44.21,4,1042
Jer.44.22,12,539
Jer.44.23,4,813
Jer.44.24,207,1565
Jer.44.25,3,882
Jer.44.26,74,713
Jer.44.27,7,567
Jer.44.28,6,288
Jer.44.29,9,619
Jer.44.30,10,813
Jer.44,6,674
Jer.45.1,11,881
Jer.45.2,19,1179
Jer.45.3,4,888
Jer.45.4,7,1168
Jer.45.5,8,1053
Jer.45,7,1014
Jer.46.1,97,1919
Jer.46.2,10,817
Jer.46.3,2,7
Jer.46.4,1,3
Jer.46.5,4,161
Jer.46.6,5,326
Jer.46.7,2,77
Jer.46.8,2,201
Jer.46.9,2,8
Jer.46.10,3,342
Jer.46.11,3,55
Jer.46.12,2,178
Jer.46.13,49,1220
Jer.46.14,3,122
Jer.46.15,2,1323
Jer.46.16,5,523
Jer.46.17,5,157
Jer.46.18,5,755
Jer.46.19,8,151
Jer.46.20,2,36
Jer.46.21,4,412
Jer.46.22,2,156
Jer.46.23,3,1123
Jer.46.24,14,101
Jer.46.25,9,673
Jer.46.26,6,124
Jer.46.27,7,291
Jer.46.28,6,840
Jer.46,4,460
Jer.47.1,19,1708
Jer.47.2,5,359
Jer.47.3,2,283
Jer.47.4,4,1255
Jer.47.5,3,416
Jer.47.6,2,375
Jer.47.7,5,121
Jer.47,4,682
Jer.48.1,3,821
Jer.48.2,3,93
Jer.48.3,3,31
Jer.48.4,1,31
Jer.48.5,3,453
Jer.48.6,1,6
Jer.48.7,2,253
Jer.48.8,10,981
Jer.48.9,3,258
Jer.48.10,4,577
Jer.48.11,2,746
Jer.48.12,2,515
Jer.48.13,3,358
Jer.48.14,6,21
Jer.48.15,5,525
Jer.48.16,3,48
Jer.48.17,4,274
Jer.48.18,3,133
Jer.48.19,2,318
Jer.48.20,2,413
Jer.48.21,4,742
Jer.48.22,5,328
Jer.48.23,5,383
Jer.48.24,3,424
Jer.48.25,4,162
Jer.48.26,3,1039
Jer.48.27,3,380
Jer.48.28,2,30
Jer.48.29,2,39
Jer.48.30,15,913
Jer.48.31,3,842
Jer.48.32,3,274
Jer.48.33,2,230
Jer.48.34,2,348
Jer.48.35,3,679
Jer.48.36,3,643
Jer.48.37,4,744
Jer.48.38,10,908
Jer.48.39,3,73
Jer.48.40,6,1141
Jer.48.41,3,84
Jer.48.42,5,1644
Jer.48.43,8,163
Jer.48.44,4,518
Jer.48.45,3,167
Jer.48.46,3,186
Jer.48.47,29,621
Jer.48,3,457
Jer.49.1,5,759
Jer.49.2,5,830
Jer.49.3,2,300
Jer.49.4,2,51
Jer.49.5,4,188
Jer.49.6,49,874
Jer.49.7,3,481
Jer.49.8,4,275
Jer.49.9,2,366
Jer.49.10,2,1105
Jer.49.11,1,102
Jer.49.12,4,981
Jer.49.13,5,622
Jer.49.14,6,450
Jer.49.15,7,276
Jer.49.16,2,135
Jer.49.17,7,596
Jer.49.18,8,643
Jer.49.19,5,517
Jer.49.20,6,1195
Jer.49.21,3,91
Jer.49.22,4,288
Jer.49.23,2,405
Jer.49.24,1,5
Jer.49.25,2,127
Jer.49.26,8,543
Jer.49.27,5,172
Jer.49.28,4,1179
Jer.49.29,4,110
Jer.49.30,4,413
Jer.49.31,4,799
Jer.49.32,4,445
Jer.49.33,16,325
Jer.49.34,30,1232
Jer.49.35,7,1182
Jer.49.36,4,505
Jer.49.37,10,1174
Jer.49.38,4,184
Jer.49.39,13,886
Jer.49,4,588
Jer.50.1,60,1492
Jer.50.2,2,34
Jer.50.3,10,575
Jer.50.4,9,766
Jer.50.5,6,889
Jer.50.6,2,267
Jer.50.7,2,688
Jer.50.8,3,85
Jer.50.9,6,472
Jer.50.10,4,451
Jer.50.11,1,730
Jer.50.12,2,69
Jer.50.13,5,1096
Jer.50.14,4,811
Jer.50.15,4,475
Jer.50.16,4,297
Jer.50.17,3,219
Jer.50.18,35,927
Jer.50.19,4,918
Jer.50.20,4,1020
Jer.50.21,3,878
Jer.50.22,18,75
Jer.50.23,4,336
Jer.50.24,2,455
Jer.50.25,10,1368
Jer.50.26,2,69
Jer.50.27,3,366
Jer.50.28,6,938
Jer.50.29,6,981
Jer.50.30,4,211
Jer.50.31,5,395
Jer.50.32,5,322
Jer.50.33,9,676
Jer.50.34,3,1213
Jer.50.35,9,833
Jer.50.36,3,882
Jer.50.37,6,944
Jer.50.38,2,687
Jer.50.39,8,547
Jer.50.40,11,1045
Jer.50.41,9,103
Jer.50.42,5,122
Jer.50.43,4,649
Jer.50.44,5,515
Jer.50.45,7,1211
Jer.50.46,2,106
Jer.50,4,651
Jer.51.1,10,812
Jer.51.2,5,654
Jer.51.3,2,428
Jer.51.4,2,45
Jer.51.5,3,649
Jer.51.6,4,333
Jer.51.7,3,853
Jer.51.8,3,25
Jer.51.9,3,881
Jer.51.10,6,1539
Jer.51.11,5,1118
Jer.51.12,4,948
Jer.51.13,1,390
Jer.51.14,4,780
Jer.51.15,5,50
Jer.51.16,8,64
Jer.51.17,5,699
Jer.51.18,7,49
Jer.51.19,12,635
Jer.51.20,4,121
Jer.51.21,3,19
Jer.51.22,4,107
Jer.51.23,2,14
Jer.51.24,9,648
Jer.51.25,6,1153
Jer.51.26,4,235
Jer.51.27,3,37
Jer.51.28,7,1393
Jer.51.29,9,1213
Jer.51.30,2,17
Jer.51.31,8,132
Jer.51.32,2,203
Jer.51.33,6,669
Jer.51.34,1,56
Jer.51.35,4,564
Jer.51.36,2,1904
Jer.51.37,4,17
Jer.51.38,1,13
Jer.51.39,3,648
Jer.51.40,1,76
Jer.51.41,5,309
Jer.51.42,2,538
Jer.51.43,10,404
Jer.51.44,3,691
Jer.51.45,8,857
Jer.51.46,3,212
Jer.51.47,5,371
Jer.51.48,8,852
Jer.51.49,16,309
Jer.51.50,3,1156
Jer.51.51,3,429
Jer.51.52,6,723
Jer.51.53,4,206
Jer.51.54,9,67
Jer.51.55,4,851
Jer.51.56,3,929
Jer.51.57,3,498
Jer.51.58,2,314
Jer.51.59,9,920
Jer.51.60,36,1186
Jer.51.61,4,735
Jer.51.62,5,623
Jer.51.63,3,868
Jer.51.64,6,436
Jer.51,4,596
Jer.52.1,11,162
Jer.52.2,14,1327
Jer.52.3,9,822
Jer.52.4,14,299
Jer.52.5,9,216
Jer.52.6,18,176
Jer.52.7,8,615
Jer.52.8,11,600
Jer.52.9,9,895
Jer.52.10,7,1298
Jer.52.11,5,226
Jer.52.12,14,133
Jer.52.13,58,1417
Jer.52.14,12,1429
Jer.52.15,8,604
Jer.52.16,3,115
Jer.52.17,14,1548
Jer.52.18,6,915
Jer.52.19,7,765
Jer.52.20,14,950
Jer.52.21,2,38
Jer.52.22,3,53
Jer.52.23,4,562
Jer.52.24,16,696
Jer.52.25,12,608
Jer.52.26,10,436
Jer.52.27,6,161
Jer.52.28,13,515
Jer.52.29,15,73
Jer.52.30,13,187
Jer.52.31,7,362
Jer.52.32,6,990
Jer.52.33,5,330
Jer.52.34,11,165
Jer.52,8,583
Jer,5,680
Lam.1.1,2,38
Lam.1.2,3,375
Lam.1.3,2,381
Lam.1.4,2,180
Lam.1.5,2,667
Lam.1.6,3,364
Lam.1.7,3,415
Lam.1.8,3,424
Lam.1.9,3,1032
Lam.1.10,6,890
Lam.1.11,2,679
Lam.1.12,5,938
Lam.1.13,2,210
Lam.1.14,2,407
Lam.1.15,3,104
Lam.1.16,4,454
Lam.1.17,5,407
Lam.1.18,3,595
Lam.1.19,2,548
Lam.1.20,4,571
Lam.1.21,4,509
Lam.1.22,4,519
Lam.1,3,495
Lam.2.1,8,606
Lam.2.2,3,251
Lam.2.3,4,157
Lam.2.4,4,39
Lam.2.5,2,387
Lam.2.6,1,384
Lam.2.7,4,380
Lam.2.8,3,479
Lam.2.9,3,199
Lam.2.10,4,225
Lam.2.11,2,229
Lam.2.12,2,259
Lam.2.13,3,126
Lam.2.14,2,270
Lam.2.15,3,349
Lam.2.16,2,221
Lam.2.17,2,861
Lam.2.18,3,259
Lam.2.19,3,331
Lam.2.20,2,412
Lam.2.21,3,192
Lam.2.22,2,695
Lam.2,3,335
Lam.3.1,5,105
Lam.3.2,2,212
Lam.3.3,4,429
Lam.3.4,1,2
Lam.3.5,2,63
Lam.3.6,2,20
Lam.3.7,3,203
Lam.3.8,2,559
Lam.3.9,1,3
Lam.3.10,2,211
Lam.3.11,2,4
Lam.3.12,1,1
Lam.3.13,1,282
Lam.3.14,4,434
Lam.3.15,1,1
Lam.3.16,1,1
Lam.3.17,1,30
Lam.3.18,2,19
Lam.3.19,1,4
Lam.3.20,2,34
Lam.3.21,6,1069
Lam.3.22,3,1775
Lam.3.23,2,12
Lam.3.24,10,1137
Lam.3.25,2,1054
Lam.3.26,1,167
Lam.3.27,2,285
Lam.3.28,2,499
Lam.3.29,5,35
Lam.3.30,1,22
Lam.3.31,7,1119
Lam.3.32,4,613
Lam.3.33,4,806
Lam.3.34,4,92
Lam.3.35,12,62
Lam.3.36,3,546
Lam.3.37,5,597
Lam.3.38,4,437
Lam.3.39,3,567
Lam.3.40,1,274
Lam.3.41,4,1003
Lam.3.42,1,506
Lam.3.43,2,427
Lam.3.44,1,44
Lam.3.45,2,12
Lam.3.46,5,529
Lam.3.47,2,84
Lam.3.48,5,477
Lam.3.49,2,208
Lam.3.50,2,1214
Lam.3.51,2,29
Lam.3.52,1,5
Lam.3.53,1,13
Lam.3.54,2,612
Lam.3.55,6,1020
Lam.3.56,1,78
Lam.3.57,2,122
Lam.3.58,2,94
Lam.3.59,2,1007
Lam.3.60,3,866
Lam.3.61,8,1272
Lam.3.62,4,459
Lam.3.63,1,116
Lam.3.64,11,940
Lam.3.65,2,140
Lam.3.66,3,109
Lam.3,2,413
Lam.4.1,2,252
Lam.4.2,2,113
Lam.4.3,1,67
Lam.4.4,3,331
Lam.4.5,1,6
Lam.4.6,3,131
Lam.4.7,1,2
Lam.4.8,1,486
Lam.4.9,2,30
Lam.4.10,2,42
Lam.4.11,5,981
Lam.4.12,6,478
Lam.4.13,2,5
Lam.4.14,2,5
Lam.4.15,5,387
Lam.4.16,2,1018
Lam.4.17,2,785
Lam.4.18,1,273
Lam.4.19,2,337
Lam.4.20,2,906
Lam.4.21,2,75
Lam.4.22,5,466
Lam.4,2,346
Lam.5.1,5,1339
Lam.5.2,1,2
Lam.5.3,1,8
Lam.5.4,1,3
Lam.5.5,1,494
Lam.5.6,3,80
Lam.5.7,1,5
Lam.5.8,4,57
Lam.5.9,4,57
Lam.5.10,1,31
Lam.5.11,4,33
Lam.5.12,3,409
Lam.5.13,1,2
Lam.5.14,2,5
Lam.5.15,3,6
Lam.5.16,4,429
Lam.5.17,3,859
Lam.5.18,3,521
Lam.5.19,12,809
Lam.5.20,2,31
Lam.5.21,2,749
Lam.5.22,3,609
Lam.5,2,351
Lam,2,397
Ezek.1.1,3,294
Ezek.1.2,4,154
Ezek.1.3,8,823
Ezek.1.4,5,135
Ezek.1.5,3,53
Ezek.1.6,4,23
Ezek.1.7,2,10
Ezek.1.8,3,380
Ezek.1.9,6,822
Ezek.1.10,4,257
Ezek.1.11,3,151
Ezek.1.12,15,979
Ezek.1.13,2,37
Ezek.1.14,1,5
Ezek.1.15,5,94
Ezek.1.16,4,90
Ezek.1.17,3,751
Ezek.1.18,2,134
Ezek.1.19,2,89
Ezek.1.20,7,690
Ezek.1.21,2,291
Ezek.1.22,3,579
Ezek.1.23,3,255
Ezek.1.24,4,423
Ezek.1.25,5,915
Ezek.1.26,9,527
Ezek.1.27,5,91
Ezek.1.28,5,655
Ezek.1,4,370
Ezek.2.1,5,768
Ezek.2.2,12,377
Ezek.2.3,5,872
Ezek.2.4,4,174
Ezek.2.5,13,593
Ezek.2.6,4,391
Ezek.2.7,13,905
Ezek.2.8,9,616
Ezek.2.9,7,101
Ezek.2.10,2,21
Ezek.2,6,505
Ezek.3.1,13,1206
Ezek.3.2,4,1035
Ezek.3.3,2,518
Ezek.3.4,9,802
Ezek.3.5,10,1085
Ezek.3.6,8,806
Ezek.3.7,4,730
Ezek.3.8,4,599
Ezek.3.9,4,349
Ezek.3.10,8,1255
Ezek.3.11,13,536
Ezek.3.12,8,512
Ezek.3.13,6,283
Ezek.3.14,3,478
Ezek.3.15,5,265
Ezek.3.16,140,819
Ezek.3.17,10,325
Ezek.3.18,4,174
Ezek.3.19,6,261
Ezek.3.20,4,563
Ezek.3.21,7,531
Ezek.3.22,20,829
Ezek.3.23,6,1166
Ezek.3.24,6,459
Ezek.3.25,7,221
Ezek.3.26,3,643
Ezek.3.27,4,630
Ezek.3,5,622
Ezek.4.1,6,590
Ezek.4.2,7,54
Ezek.4.3,8,365
Ezek.4.4,10,1276
Ezek.4.5,16,533
Ezek.4.6,5,905
Ezek.4.7,2,64
Ezek.4.8,2,422
Ezek.4.9,3,277
Ezek.4.10,3,553
Ezek.4.11,5,128
Ezek.4.12,1,11
Ezek.4.13,14,1575
Ezek.4.14,5,310
Ezek.4.15,5,662
Ezek.4.16,5,262
Ezek.4.17,3,166
Ezek.4,4,506
Ezek.5.1,3,277
Ezek.5.2,2,356
Ezek.5.3,4,50
Ezek.5.4,9,651
Ezek.5.5,3,198
Ezek.5.6,4,1055
Ezek.5.7,6,903
Ezek.5.8,19,190
Ezek.5.9,21,689
Ezek.5.10,9,572
Ezek.5.11,4,657
Ezek.5.12,4,31
Ezek.5.13,4,583
Ezek.5.14,4,824
Ezek.5.15,4,583
Ezek.5.16,5,850
Ezek.5.17,5,374
Ezek.5,5,554
Ezek.6.1,285,1274
Ezek.6.2,32,768
Ezek.6.3,5,250
Ezek.6.4,1,74
Ezek.6.5,5,1389
Ezek.6.6,1,23
Ezek.6.7,13,380
Ezek.6.8,3,72
Ezek.6.9,3,1083
Ezek.6.10,86,1164
Ezek.6.11,3,712
Ezek.6.12,2,18
Ezek.6.13,6,729
Ezek.6.14,6,992
Ezek.6,4,661
Ezek.7.1,285,1274
Ezek.7.2,7,504
Ezek.7.3,8,277
Ezek.7.4,7,480
Ezek.7.5,16,268
Ezek.7.6,4,97
Ezek.7.7,4,220
Ezek.7.8,4,241
Ezek.7.9,5,695
Ezek.7.10,2,130
Ezek.7.11,3,486
Ezek.7.12,4,699
Ezek.7.13,3,1030
Ezek.7.14,3,771
Ezek.7.15,4,365
Ezek.7.16,2,424
Ezek.7.17,2,452
Ezek.7.18,3,263
Ezek.7.19,3,528
Ezek.7.20,2,328
Ezek.7.21,2,98
Ezek.7.22,2,669
Ezek.7.23,5,379
Ezek.7.24,2,596
Ezek.7.25,2,30
Ezek.7.26,3,434
Ezek.7.27,3,264
Ezek.7,3,464
Ezek.8.1,10,166
Ezek.8.2,2,47
Ezek.8.3,5,370
Ezek.8.4,6,880
Ezek.8.5,8,269
Ezek.8.6,5,494
Ezek.8.7,5,441
Ezek.8.8,6,389
Ezek.8.9,13,1225
Ezek.8.10,11,445
Ezek.8.11,3,191
Ezek.8.12,11,1281
Ezek.8.13,16,732
Ezek.8.14,4,1470
Ezek.8.15,11,298
Ezek.8.16,5,886
Ezek.8.17,7,1242
Ezek.8.18,7,268
Ezek.8,6,635
Ezek.9.1,5,133
Ezek.9.2,5,242
Ezek.9.3,5,948
Ezek.9.4,2,855
Ezek.9.5,2,75
Ezek.9.6,3,660
Ezek.9.7,2,1173
Ezek.9.8,4,862
Ezek.9.9,12,1082
Ezek.9.10,7,462
Ezek.9.11,4,470
Ezek.9,4,672
Ezek.10.1,8,815
Ezek.10.2,2,775
Ezek.10.3,4,615
Ezek.10.4,6,1250
Ezek.10.5,5,128
Ezek.10.6,4,497
Ezek.10.7,4,992
Ezek.10.8,6,97
Ezek.10.9,7,108
Ezek.10.10,6,146
Ezek.10.11,6,914
Ezek.10.12,2,73
Ezek.10.13,1,116
Ezek.10.14,6,108
Ezek.10.15,3,629
Ezek.10.16,4,592
Ezek.10.17,3,367
Ezek.10.18,14,984
Ezek.10.19,7,735
Ezek.10.20,9,779
Ezek.10.21,10,66
Ezek.10.22,9,817
Ezek.10,5,583
Ezek.11.1,7,677
Ezek.11.2,7,316
Ezek.11.3,4,315
Ezek.11.4,41,275
Ezek.11.5,7,965
Ezek.11.6,1,39
Ezek.11.7,6,419
Ezek.11.8,16,135
Ezek.11.9,10,94
Ezek.11.10,7,759
Ezek.11.11,6,483
Ezek.11.12,8,1366
Ezek.11.13,7,294
Ezek.11.14,285,1274
Ezek.11.15,8,738
Ezek.11.16,6,514
Ezek.11.17,14,721
Ezek.11.18,4,1346
Ezek.11.19,20,150
Ezek.11.20,22,248
Ezek.11.21,11,127
Ezek.11.22,10,789
Ezek.11.23,27,1162
Ezek.11.24,3,639
Ezek.11.25,7,1844
Ezek.11,7,623
Ezek.12.1,285,1274
Ezek.12.2,27,689
Ezek.12.3,5,393
Ezek.12.4,2,23
Ezek.12.5,4,85
Ezek.12.6,9,818
Ezek.12.7,4,246
Ezek.12.8,191,1073
Ezek.12.9,34,493
Ezek.12.10,24,652
Ezek.12.11,5,195
Ezek.12.12,5,1056
Ezek.12.13,6,527
Ezek.12.14,5,492
Ezek.12.15,7,746
Ezek.12.16,4,875
Ezek.12.17,285,1274
Ezek.12.18,2,169
Ezek.12.19,4,438
Ezek.12.20,5,273
Ezek.12.21,285,1274
Ezek.12.22,7,739
Ezek.12.23,9,664
Ezek.12.24,10,822
Ezek.12.25,6,983
Ezek.12.26,285,1274
Ezek.12.27,4,639
Ezek.12.28,13,695
Ezek.12,6,639
Ezek.13.1,285,1274
Ezek.13.2,4,590
Ezek.13.3,10,711
Ezek.13.4,2,382
Ezek.13.5,4,789
Ezek.13.6,4,623
Ezek.13.7,3,639
Ezek.13.8,9,201
Ezek.13.9,8,542
Ezek.13.10,3,524
Ezek.13.11,3,258
Ezek.13.12,4,536
Ezek.13.13,3,119
Ezek.13.14,3,1003
Ezek.13.15,3,563
Ezek.13.16,4,477
Ezek.13.17,4,363
Ezek.13.18,2,535
Ezek.13.19,2,754
Ezek.13.20,3,1266
Ezek.13.21,3,1033
Ezek.13.22,4,213
Ezek.13.23,4,935
Ezek.13,3,634
Ezek.14.1,25,350
Ezek.14.2,285,1274
Ezek.14.3,6,341
Ezek.14.4,11,923
Ezek.14.5,4,1226
Ezek.14.6,5,596
Ezek.14.7,5,827
Ezek.14.8,4,235
Ezek.14.9,6,751
Ezek.14.10,2,21
Ezek.14.11,9,292
Ezek.14.12,285,1274
Ezek.14.13,9,285
Ezek.14.14,6,108
Ezek.14.15,3,47
Ezek.14.16,11,150
Ezek.14.17,14,377
Ezek.14.18,10,428
Ezek.14.19,13,361
Ezek.14.20,8,175
Ezek.14.21,7,444
Ezek.14.22,5,1059
Ezek.14.23,10,1159
Ezek.14,7,565
Ezek.15.1,285,1274
Ezek.15.2,8,549
Ezek.15.3,6,326
Ezek.15.4,2,97
Ezek.15.5,2,469
Ezek.15.6,10,753
Ezek.15.7,5,1269
Ezek.15.8,28,832
Ezek.15,5,665
Ezek.16.1,285,1274
Ezek.16.2,6,2095
Ezek.16.3,3,144
Ezek.16.4,1,393
Ezek.16.5,3,378
Ezek.16.6,2,52
Ezek.16.7,1,9
Ezek.16.8,2,85
Ezek.16.9,1,5
Ezek.16.10,1,1
Ezek.16.11,1,760
Ezek.16.12,2,687
Ezek.16.13,1,31
Ezek.16.14,6,657
Ezek.16.15,2,1291
Ezek.16.16,2,350
Ezek.16.17,4,389
Ezek.16.18,2,727
Ezek.16.19,4,379
Ezek.16.20,3,1083
Ezek.16.21,2,959
Ezek.16.22,2,811
Ezek.16.23,25,452
Ezek.16.24,2,98
Ezek.16.25,2,1526
Ezek.16.26,2,941
Ezek.16.27,2,46
